p_wave,pr_interval,qt_interval,t_wave,st_interval,qrs,clas
0.07826568306169532,0.11346153039018574,0.38240627622815576,0.22337652462373908,0.0966760151670491,0.08605857799507757,0
0.07251244474222975,0.06762141905200071,0.3862327047931598,0.15414950111496672,0.08082884990819536,0.08429680494693151,0
0.07165152837872235,0.0639024942649303,0.3826709702030167,0.1273838658613943,0.1131951475735278,0.09042402990852885,0
0.07360287200604494,0.14032324785914363,0.385800526756116,0.20051015883928125,0.0864360379732029,0.08784137488244857,0
0.095771868769422,0.041395159072526305,0.4110793408901708,0.13426119744853707,0.13610812165009784,0.08583254003777879,1
0.06278606987533344,0.15784259817002227,0.3650049362298951,0.22971576919124403,0.1585940202491285,0.08670305398643194,1
0.07158477712710382,0.15428024778857863,0.41571459054464016,0.13287648283922437,0.14639780443787132,0.09160210972633298,1
0.08094593399101335,0.07286160518766292,0.41410721529056443,0.1637779833113695,0.13310540238636112,0.08257756912457288,1
0.1147436834701879,0.19230040086230418,0.36279632117517085,0.13462916369844516,0.14284530374179671,0.09738630973512932,1
0.06577648780291878,0.03166939235031821,0.3903857192540058,0.21480874753003354,0.14140582856092643,0.08577364986274158,1
0.06868574828808702,0.05449583768801129,0.4184053635964553,0.11798252312143367,0.15564401935888605,0.08237214273993937,1
0.06838726335708079,0.1312116413108639,0.3842938089861722,0.16570171122794886,0.12820149918218227,0.08961421217306746,1
0.09036172966579128,0.057484046052475396,0.3859261306668207,0.1433999291522735,0.07179389514306518,0.0807363642014252,1
0.10598541749528338,0.07844072266113361,0.402724113772989,0.2074835922750194,0.15577562285650137,0.09777076322380028,1
0.07987236630264115,0.10091593140471826,0.37817539618470014,0.24913753294729005,0.1252568456097508,0.08835366865476703,1
0.07645673479940963,0.01424815444127914,0.39623816821315416,0.21544881814944525,0.07405542603525218,0.09002656075903887,1
0.06133923180837733,0.1918680428028905,0.3619736723631642,0.124257928928823,0.1383297069809746,0.08819979664559906,1
0.07778327221009566,0.12984680860901202,0.3608384493364491,0.23513590296381306,0.1481611701140027,0.08447785209299849,1
0.07805873935714007,0.16368696165785104,0.36034190712265546,0.14204623719013887,0.10457167422743083,0.09278603180782195,0
0.11506768338700454,0.04644759472193295,0.4355759687569852,0.19471354572494123,0.12176074324007197,0.08145492300723328,1
0.11406332997845045,0.1405989323781128,0.3755898933768336,0.19527299934151232,0.13082642356537588,0.09086542204000832,1
0.10182144271539369,0.03579996128033299,0.38062783289402946,0.1464302837343589,0.13166220371970416,0.09775819298063612,1
0.09102006698504604,0.1278135618944939,0.4020473263751367,0.1647237400022583,0.13070023999777058,0.09771415313499002,1
0.11624823709747611,0.1273232277750065,0.38257274878704367,0.2231533687246084,0.07969201170919116,0.09104546808591354,1
0.09900687962303578,0.15081411407111012,0.42750897631026435,0.17834293801627427,0.14584968530726844,0.08446982679914981,1
0.11072469851209157,0.10692940933782998,0.3731766753025428,0.12218596732095903,0.12634939987368338,0.08298146987337265,1
0.06519304523636921,0.044090598212708665,0.3638842609917789,0.24087071665926627,0.06731588264442884,0.08227082706950378,1
0.06811115775379009,0.021653124713893693,0.42295407702760013,0.1367372581454059,0.1155645282474154,0.0816576979069517,0
0.10701791717980609,0.03593098574734742,0.3604626127539113,0.22941057409473598,0.09460098809546061,0.0925202709222219,0
0.09085293584810863,0.028496078461040058,0.41743475734916424,0.16954805841442971,0.15936135543685326,0.09909153830418879,1
0.10356729628694525,0.11695869520356458,0.4180990048123763,0.2175274612263155,0.14110847138069654,0.09722102498792125,1
0.07025462481527912,0.08431840651807383,0.36330868705049185,0.2042567616367834,0.06965037891503113,0.08578605293924256,1
0.1165354159950733,0.17887971885294793,0.3766636303151315,0.20131829649378358,0.08908354050136977,0.08562602665457263,0
0.09128831678162448,0.15252640141287355,0.393603097802647,0.24921171197888842,0.07595953586912801,0.0938736992948841,1
0.11373746427849829,0.1743925841402599,0.3751108415224977,0.12227770057299944,0.09754217342386809,0.0971741029709052,0
0.10283285097234618,0.1286222717838089,0.39328900557750684,0.12429100503074104,0.06470299331743783,0.08117085887253153,1
0.08615673838903594,0.16742115040772973,0.43906131166408924,0.17342168335130118,0.11300393200980735,0.08043850739355832,0
0.11480804219177185,0.16166344411472244,0.37584672337241487,0.12445152787774948,0.141997880104411,0.09845920120990417,1
0.11184218829036405,0.10769845127954787,0.3914038054489811,0.1026261361272642,0.12409466355940783,0.08364741175017334,1
0.09510625853968038,0.18231679756306662,0.4008146913494452,0.14819305877630487,0.13089182021936552,0.08479404313464792,1
0.09156022754105328,0.07392625624368043,0.37517676714925097,0.11114643503364696,0.09353953693851909,0.08568659364660665,0
0.07825245556440727,0.06824779741989456,0.38372241634475207,0.2231397336866694,0.0773804917222061,0.0805960494115142,1
0.06197227297162897,0.19190771453997085,0.4206225476515431,0.17496348723349114,0.07374412622885121,0.09621415600345298,1
0.0686404967319022,0.14047164431702333,0.3841992173305377,0.1310280195702375,0.0920420966424623,0.09364238783485615,0
0.09925375755354587,0.12474867255805394,0.42922044732344034,0.13066008557240913,0.08659178292007418,0.09433653729152766,0
0.07363142712435286,0.06195581173325872,0.3636976704582461,0.12855392864895798,0.15449077603548808,0.08805577099834605,1
0.11410826249344705,0.14225300774564673,0.4208956507588235,0.13558700650308053,0.08097964421600772,0.08973277587336531,0
0.07058253362781787,0.09792937835355088,0.4143439305573161,0.13375187459506055,0.10866921830809435,0.09237325713615314,0
0.10366728206250042,0.021094173444394213,0.40227910516551135,0.18540801576650368,0.13171333905558524,0.08587518786714285,1
0.07313782131751886,0.15171456048258494,0.36357820320111506,0.1302179246375896,0.12899988470614038,0.08685249248789674,1
0.11101148974116272,0.08968966199172135,0.40758409763135367,0.1703398713777586,0.08773380851143396,0.08708293907642262,0
0.08399930919331183,0.19725052609606378,0.43269355115594255,0.16469499415632383,0.08247987146481724,0.08028980100466636,0
0.10917014335152103,0.11849112091946357,0.42519009596591517,0.1552995436596716,0.09526761811166115,0.09478485922860269,0
0.11032523586366777,0.0632043663222074,0.4162731693434633,0.11419808369753812,0.11709632146165552,0.08141975336293802,0
0.06982650572833878,0.04018020792838311,0.39502527015745026,0.15458581617462838,0.06270509340132667,0.0831546007587145,1
0.10776979838985817,0.07960131047638215,0.42909682879146804,0.15735572373280804,0.13334726081539625,0.08861312070601272,1
0.07773219967781755,0.13754761450530736,0.3807875627683783,0.17224064668825273,0.07965482122681662,0.09232726062595371,1
0.07978302490525789,0.025002266475530353,0.3922136798213038,0.1489448839680391,0.08373937211154273,0.0827692820031381,0
0.11552609249771326,0.04210955389840648,0.406841664670102,0.22577785638035688,0.15260893134911735,0.09298815525676893,1
0.08291259374001335,0.061009628039306776,0.42223433463260185,0.19321211863897098,0.10582099427432992,0.08230446060995435,0
0.0947504000166921,0.035817748483899695,0.405299623718535,0.13656740461778613,0.08767431754469443,0.08919492002543372,0
0.09173795070023497,0.13904653780022666,0.4358782764945881,0.20839952114908114,0.12267911075509828,0.08638022411673522,1
0.10567185158612522,0.12391015321572971,0.40038346431554384,0.10769381396420481,0.07498384976216446,0.08913048940585476,1
0.06719985757393133,0.1808483985183986,0.3600040542723463,0.1607596891567368,0.14743266423028295,0.08732680687743305,1
0.08605321222431993,0.15680857666283898,0.36692408915986424,0.20908630890826607,0.08264916821758125,0.09392529153628218,0
0.09020134147193277,0.165419286220312,0.37861560248754833,0.24595867512685501,0.13447681060860958,0.0874976402700092,1
